simNo:int,simPar_EleakVal:decimal,simParPer_gBarP:int,simParPer_gBarK2:int,simParPer_gBarLeak:int,simParPer_gBarSynS:int,simParPer_gBarCaS:int,simParPer_gBarSynG:int,simParPer_gBarh:int,meanPeriod_L:decimal,meanPeriod_R:decimal,spkFreq_L:decimal,spkFreq_R:decimal,meanDutyCycle_L:decimal,meanDutyCycle_R:decimal,meanPhase_L:decimal,meanPhase_R:decimal
1274476,-0.07,175,125,150,25,150,0,175,11.62933,11.60858,29.53778172,33.97792524,0.3357469,0.672294,0.4496392,0.551214
1276117,-0.065,175,150,75,50,150,0,175,24.5189,25.9546,38.90199323,40.06187162,0.5211449,0.5359782,0.42117,0.5541684
1276535,-0.05,50,25,125,50,150,0,175,19.30225,19.2545,31.27010544,26.59480488,0.6619496,0.3411812,0.4103092,0.5907035
1278174,-0.055,50,50,50,75,150,0,175,28.4839,27.086,25.39178734,24.03989361,0.4597439,0.4865133,0.5640958,0.4635882
1278860,-0.05,75,75,100,75,150,0,175,27.22645,25.2162,25.49606903,25.37061362,0.4724487,0.4511148,0.6046153,0.4400262
1281466,-0.07,125,100,100,100,150,0,175,29.05685,27.59,21.40016239,20.36172425,0.4734168,0.4810656,0.5707956,0.4580194
1284436,-0.07,175,150,125,125,150,0,175,27.8098,28.91625,26.83252277,25.75110228,0.4967026,0.5381127,0.4455574,0.5367155
1299198,-0.06,175,175,75,75,175,0,175,28.8725,27.67885,35.17990235,34.97662989,0.4659382,0.4722667,0.5643876,0.4589454
1360912,-0.065,150,150,100,75,50,25,0,32.0865,30.95915,21.58654526,21.30388748,0.4867873,0.4622285,0.5571535,0.4624219
1378236,-0.07,175,175,50,50,75,25,0,25.2174,24.01185,35.50416703,33.85121041,0.4986121,0.4876759,0.5743893,0.4530701
1391863,-0.06,100,100,125,175,75,25,0,30.3193,27.29015,9.765625,10.11163391,0.446755,0.4843652,0.6147566,0.4466627
1397981,-0.07,100,125,0,50,100,25,0,22.2105,22.85865,31.80125026,33.5391417,0.5493843,0.5844527,0.4431933,0.5438734
1397982,-0.065,100,125,0,50,100,25,0,22.2105,22.85865,31.80125026,33.5391417,0.5493843,0.5844527,0.4431933,0.5438734
1397983,-0.06,100,125,0,50,100,25,0,22.2105,22.85865,31.80125026,33.5391417,0.5493843,0.5844527,0.4431933,0.5438734
1397984,-0.055,100,125,0,50,100,25,0,22.2105,22.85865,31.80125026,33.5391417,0.5493843,0.5844527,0.4431933,0.5438734
1397985,-0.05,100,125,0,50,100,25,0,22.2105,22.85865,31.80125026,33.5391417,0.5493843,0.5844527,0.4431933,0.5438734
1486396,-0.07,175,175,100,100,0,25,25,33.4381,27.5027,19.46453447,19.31783521,0.3196773,0.3848495,0.8262407,0.3204204
1523742,-0.065,100,125,25,75,50,25,25,28.14755,26.57485,24.72932734,24.52233284,0.4493109,0.4728268,0.5851736,0.4475221
1525717,-0.065,175,150,175,75,50,25,25,18.35868,19.08832,13.73520584,13.80437585,0.511961,0.5134897,0.4470175,0.5358207
1544177,-0.065,75,100,25,75,75,25,25,17.8334,24.5654,21.87313581,20.92453194,0.6731863,0.6074153,0.1911347,0.7367131
1544178,-0.06,75,100,25,75,75,25,25,27.52645,26.0821,22.84021593,22.45079291,0.4561576,0.4856051,0.5758164,0.4543975
1544221,-0.07,100,125,25,75,75,25,25,26.9614,26.0102,25.24508438,25.35836298,0.4988205,0.4318191,0.565309,0.4546351
1582674,-0.055,150,150,25,50,125,25,25,25.62385,26.4224,40.21084728,41.49437067,0.5210848,0.5743536,0.4492911,0.536707
1585183,-0.06,100,125,25,75,125,25,25,28.1783,29.3506,29.47356546,29.02865902,0.5141581,0.5315019,0.447415,0.5339712
1605709,-0.055,125,150,25,75,150,25,25,27.3475,7.50955,34.17499652,34.1421596,0.4983271,0.005499664,0.8511096,0.7662876
1671314,-0.055,150,150,150,100,25,25,50,33.69525,32.25445,22.96949066,22.92748768,0.4650804,0.4715194,0.5659715,0.4582293
1678351,-0.07,150,150,100,175,25,25,50,29.9949,31.858,15.84434515,16.22828029,0.6037226,0.4149068,0.4492843,0.5228089
1689237,-0.065,175,150,150,75,50,25,50,25.7371,23.8627,18.87833638,19.10758327,0.4635837,0.4965071,0.5809674,0.4613437
1690051,-0.07,50,75,25,100,50,25,50,23.5457,27.12845,11.23477751,11.1100898,0.6123156,0.5052519,0.3484239,0.5985594
1691107,-0.065,125,125,100,100,50,25,50,24.77205,21.9229,16.03274522,15.99467461,0.6445692,0.495938,0.4997195,0.5577556
1692073,-0.06,150,125,175,100,50,25,50,27.74735,25.92295,15.36119192,15.51265445,0.4657165,0.4978523,0.5718234,0.4657742
1721826,-0.07,125,125,100,0,100,25,50,22.84853,23.06155,13.95902794,12.90679696,0.8182718,0.8184985,0.7836873,0.2090564
1722151,-0.07,150,125,125,0,100,25,50,15.02839,14.99395,21.75542663,20.26379705,0.6563842,0.6581014,0.3826703,0.6182253
1770559,-0.055,175,175,100,75,150,25,50,28.7532,27.4765,33.62534897,34.04052644,0.4603905,0.4991356,0.5554419,0.4692208
1820700,-0.05,75,125,25,175,0,25,75,27.25015,31.2419,17.94961861,17.9467725,0.6415891,0.5017781,0.3415141,0.608459
1831953,-0.06,150,150,100,75,25,25,75,31.83705,28.7524,24.2286485,24.71481627,0.43129,0.4773828,0.6299596,0.4310764
1852111,-0.07,150,150,75,75,50,25,75,26.4897,21.9909,23.82980989,23.75495725,0.3523747,0.600412,0.6838556,0.432285
1856171,-0.07,50,100,0,125,50,25,75,25.6835,26.5271,16.49240481,16.33577176,0.4839917,0.5667186,0.4495403,0.5356941
1856172,-0.065,50,100,0,125,50,25,75,25.6835,26.5271,16.49240481,16.33577176,0.4839917,0.5667186,0.4495403,0.5356941
1856173,-0.06,50,100,0,125,50,25,75,25.6835,26.5271,16.49240481,16.33577176,0.4839917,0.5667186,0.4495403,0.5356941
1856174,-0.055,50,100,0,125,50,25,75,25.6835,26.5271,16.49240481,16.33577176,0.4839917,0.5667186,0.4495403,0.5356941
1856175,-0.05,50,100,0,125,50,25,75,25.6835,26.5271,16.49240481,16.33577176,0.4839917,0.5667186,0.4495403,0.5356941
1868076,-0.07,175,125,125,25,75,25,75,25.6002,24.6267,26.92637965,27.03584938,0.4755939,0.4815749,0.5650006,0.4564847
1873837,-0.065,175,125,175,75,75,25,75,32.7999,28.69785,20.23540521,18.98890259,0.3785774,0.7177088,0.5989822,0.4759283
1893174,-0.055,50,25,100,75,100,25,75,22.0352,25.0801,16.09481308,16.049206,0.5698973,0.5179006,0.3591852,0.5911814
1931464,-0.055,100,150,75,50,150,25,75,6.67045,6.27045,28.80779085,31.27627871,0.505723,0.5450964,0.5598003,0.4737686
1939383,-0.06,100,100,100,125,150,25,75,27.9925,26.5456,21.7185158,20.80418953,0.4611521,0.4851162,0.5703657,0.4591158
1985466,-0.07,125,100,100,175,0,25,100,18.5424,18.07255,11.56720845,11.48099466,0.6414164,0.4323131,0.460956,0.5507243
2002371,-0.07,50,75,25,150,25,25,100,20.1368,27.0608,12.28404903,9.8775759,0.2124816,1.060157,0.09878496,0.867248
2003061,-0.07,100,100,75,150,25,25,100,11.38313,11.38137,13.27863124,12.60324486,0.3057722,0.6689315,0.4474926,0.5526587
2005341,-0.07,100,125,50,175,25,25,100,28.1295,30.0312,17.56986768,15.20338072,0.1292558,0.943229,0.3822858,0.5918697
2019432,-0.065,150,125,150,100,50,25,100,13.62683,13.65922,14.8730011,15.02111575,0.2662797,0.7139231,0.4340741,0.5649094
2026250,-0.05,25,0,100,175,50,25,100,27.3363,26.3243,14.57321305,14.74931978,0.5105043,0.4564908,0.5680607,0.4529691
2033375,-0.05,50,50,50,50,75,25,100,38.15605,33.4321,22.50209408,22.62963861,0.4566353,0.4182118,0.6747318,0.4088041
2034151,-0.07,150,125,100,50,75,25,100,32.2241,9.9379,23.03858065,23.68797671,0.459687,0.005202306,2.634153,0.1876282
2039912,-0.065,150,125,150,100,75,25,100,14.06626,14.09417,16.81793513,16.62626775,0.6598377,0.3224194,0.44393,0.5551945
2045397,-0.065,175,150,175,150,75,25,100,13.55569,13.58449,17.05866235,17.38050345,0.3335096,0.6594284,0.4436228,0.5558163
2046301,-0.07,100,125,50,175,75,25,100,30.68475,29.4584,17.81611227,18.08769206,0.4856191,0.4630462,0.5604632,0.4619363
2054587,-0.065,125,100,100,50,100,25,100,30.5433,29.1414,23.46778149,23.71581561,0.4664951,0.4999417,0.5503339,0.4749258
2060717,-0.065,175,125,175,100,100,25,100,27.79465,29.15605,22.07919348,21.56569836,0.5418957,0.4920385,0.4488451,0.5291702
2062676,-0.07,175,150,125,125,100,25,100,27.3685,28.89765,25.61855323,24.2334239,0.5018032,0.5521072,0.42609,0.5501032
2078548,-0.06,125,75,175,75,125,25,100,27.939,25.4507,16.91705506,17.5525892,0.4697019,0.4592997,0.6180616,0.4369841
2117431,-0.07,150,175,0,75,175,25,100,32.7711,34.4865,38.11771685,38.50576763,0.4829713,0.5661056,0.4248706,0.5528896
2117432,-0.065,150,175,0,75,175,25,100,32.7711,34.4865,38.11771685,38.50576763,0.4829713,0.5661056,0.4248706,0.5528896
2117433,-0.06,150,175,0,75,175,25,100,32.7711,34.4865,38.11771685,38.50576763,0.4829713,0.5661056,0.4248706,0.5528896
2117434,-0.055,150,175,0,75,175,25,100,32.7711,34.4865,38.11771685,38.50576763,0.4829713,0.5661056,0.4248706,0.5528896
2117435,-0.05,150,175,0,75,175,25,100,32.7711,34.4865,38.11771685,38.50576763,0.4829713,0.5661056,0.4248706,0.5528896
2121511,-0.07,150,125,125,100,175,25,100,27.78375,26.58435,24.059501,24.19667054,0.4808026,0.4735719,0.5571831,0.46687
2159502,-0.065,100,75,100,75,25,25,125,27.82335,19.95905,11.72359891,11.93109791,0.6737974,0.694507,0.5608759,0.5976563
2164666,-0.07,125,100,100,125,25,25,125,26.2846,27.60425,13.24226373,13.43953616,0.4768305,0.5566643,0.4234855,0.5552529
2166901,-0.07,100,100,75,150,25,25,125,10.13942,10.14064,13.53716544,13.4739828,0.6997315,0.277782,0.5584401,0.4415119
2167912,-0.065,150,125,150,150,25,25,125,17.14358,17.07918,13.75273855,12.09840032,0.1814819,0.80886,0.4449736,0.5567975
2170472,-0.065,150,125,150,175,25,25,125,17.8376,17.77907,13.95657788,12.09334795,0.1878395,0.7933936,0.4492265,0.5522881
2176779,-0.055,75,75,50,50,50,25,125,33.3175,38.71565,24.68223817,24.88552409,0.5545104,0.6130725,0.3091398,0.6407729
2177466,-0.07,125,100,100,50,50,25,125,12.42071,12.34932,19.19695583,18.18173023,0.7139571,0.2818972,0.4369769,0.5656259
2177467,-0.065,125,100,100,50,50,25,125,26.4059,28.013,21.80629945,21.64245272,0.6204825,0.3984757,0.4450755,0.5278366
2179747,-0.065,125,125,75,75,50,25,125,27.06125,28.18925,22.33895494,22.5484585,0.4967952,0.5495144,0.437885,0.5438625
2180026,-0.07,125,100,100,75,50,25,125,31.78255,29.4457,14.15516866,14.30484539,0.420992,0.5038223,0.5905446,0.4528759
2184821,-0.07,100,100,75,125,50,25,125,13.01685,13.05765,15.5250804,15.10102062,0.7466176,0.2364866,0.405308,0.5934233
2185231,-0.07,150,150,100,125,50,25,125,15.2322,15.23666,19.53196528,19.25108066,0.215175,0.7774389,0.5651125,0.4347191
2185832,-0.065,150,125,150,125,50,25,125,16.07537,16.20137,14.77104874,14.41451295,0.2078272,0.7927245,0.4065108,0.5906441
2186197,-0.065,175,150,175,125,50,25,125,10.7321,10.72809,15.42256244,16.67762157,0.2658951,0.7123704,0.4429566,0.5572596
2187836,-0.07,175,175,100,150,50,25,125,31.1035,30.0865,21.75440493,21.75534135,0.5008793,0.4318548,0.5624317,0.4559583
2188757,-0.065,175,150,175,150,50,25,125,11.18007,11.23158,15.61127184,16.4224387,0.2889765,0.7020419,0.5545687,0.4428066
2191317,-0.065,175,150,175,175,50,25,125,11.35598,11.35629,16.2373757,16.65590704,0.302067,0.6833615,0.5549528,0.4450161
2192866,-0.07,125,125,100,0,75,25,125,19.95732,19.95392,12.96039973,11.92744672,0.8899783,0.885193,0.9291629,0.07197904
2195391,-0.07,150,100,100,25,75,25,125,23.38345,31.2528,31.49627587,31.5053244,0.6286284,0.5006815,0.2584792,0.6545334
2197946,-0.07,125,100,100,50,75,25,125,13.30926,13.23565,20.67860311,20.74422675,0.3174588,0.6723454,0.4511436,0.5513784
2200506,-0.07,125,100,100,75,75,25,125,33.53175,34.39965,15.6342317,15.70874145,0.4458043,0.5584708,0.4424478,0.5461003
2205301,-0.07,100,100,75,125,75,25,125,13.92169,13.91762,17.26206766,16.4881958,0.3422532,0.6468789,0.5616725,0.4384902
2207538,-0.06,75,100,50,150,75,25,125,28.80365,27.5346,17.4213638,17.6643549,0.4913544,0.4573446,0.5613065,0.4634239
2208636,-0.07,175,175,125,150,75,25,125,12.10359,12.09397,20.48974771,21.81754543,0.3161637,0.6819549,0.4485818,0.5518029
2215871,-0.07,150,100,100,25,100,25,125,31.1428,32.8662,32.35527149,32.72524927,0.535973,0.5119637,0.4394423,0.5362395
2218472,-0.065,150,125,100,50,100,25,125,25.95295,24.4381,28.80923128,28.57634974,0.4504035,0.5118442,0.5666234,0.4664499
2220797,-0.065,175,175,75,75,100,25,125,25.2972,26.373,30.85157355,30.67201271,0.5061904,0.5535851,0.4392276,0.5420936
2237852,-0.065,50,50,25,50,125,25,125,20.23633,21.30542,28.62497112,30.54198134,0.5141607,0.5245739,0.4278665,0.5493828
2262312,-0.065,150,125,125,75,150,25,125,29.6473,26.87455,24.51598691,23.95017247,0.4324407,0.4719186,0.6284812,0.4302972
2279637,-0.065,175,150,75,50,175,25,125,31.6679,29.4929,39.84184403,39.11338573,0.464644,0.4471212,0.6069851,0.4347036
2279913,-0.06,150,125,100,50,175,25,125,27.0626,25.6859,35.36884402,35.90580373,0.47491,0.4981721,0.5547012,0.473517
2280878,-0.06,175,125,175,50,175,25,125,22.2705,24.2354,32.5878171,32.19051529,0.5260726,0.5587116,0.389942,0.5756539
2282659,-0.055,75,50,125,75,175,25,125,21.7144,22.5176,27.98012165,27.6765297,0.4869749,0.5368804,0.4401204,0.5451277
2331752,-0.065,150,125,150,150,25,25,150,15.45532,15.65868,13.64747806,12.5058367,0.1706076,0.8282114,0.4182872,0.5769174
2333756,-0.07,175,175,100,175,25,25,150,23.4567,24.81095,21.03240227,21.11404945,0.5469994,0.5045554,0.4347697,0.5401293
2334312,-0.065,150,125,150,175,25,25,150,16.3774,16.41838,13.75800302,12.49425338,0.1684397,0.8307707,0.4294515,0.5697863
2338983,-0.06,100,50,125,25,50,25,150,25.5457,26.25155,23.82673611,24.00345996,0.476268,0.6002503,0.4352962,0.5526762
2343734,-0.055,50,25,100,75,50,25,150,14.56613,14.59523,13.11608477,13.09607233,0.6917807,0.2952634,0.431479,0.5676638
2346101,-0.07,100,100,75,100,50,25,150,8.90945,8.916113,16.74266792,18.92937408,0.3100686,0.668108,0.4463569,0.5533297
2346747,-0.065,125,100,125,100,50,25,150,16.09101,16.05119,15.7790459,14.73465504,0.210858,0.7729867,0.4219938,0.5796051
2347112,-0.065,150,125,150,100,50,25,150,10.52285,10.50643,15.67970636,17.06046096,0.2672321,0.7263953,0.4393818,0.5613288
2348661,-0.07,100,100,75,125,50,25,150,12.54844,12.59775,15.75408809,16.1208257,0.214453,0.7637469,0.3931077,0.6053791
2349672,-0.065,150,125,150,125,50,25,150,14.63096,14.72736,15.11789861,15.19219658,0.1947476,0.8017627,0.40264,0.5950165
2349717,-0.065,175,150,150,125,50,25,150,26.95375,30.4563,19.5194007,19.10028559,0.5078774,0.6344566,0.3339752,0.6226258
2350037,-0.065,175,150,175,125,50,25,150,9.836029,9.829443,15.56728071,17.11915992,0.2846588,0.7145708,0.4455418,0.5550608
2351221,-0.07,100,100,75,150,50,25,150,12.93384,12.93468,15.71535006,15.87375213,0.2316065,0.7523505,0.5983884,0.4015703
2351631,-0.07,150,150,100,150,50,25,150,15.39771,15.4544,19.36452864,19.87319619,0.7910584,0.2015306,0.4329651,0.5654021
2352232,-0.065,150,125,150,150,50,25,150,16.5777,16.34513,15.532011,14.72787854,0.190049,0.7866163,0.4284046,0.5777751
2352597,-0.065,175,150,175,150,50,25,150,10.27426,10.27509,15.93433607,17.13840057,0.2825367,0.7125868,0.4424461,0.5575608
2353781,-0.07,100,100,75,175,50,25,150,12.77372,12.76825,16.53411815,15.91362009,0.2692352,0.7153137,0.5852602,0.4149898
2354792,-0.065,150,125,150,175,50,25,150,17.71227,17.29438,16.02669364,14.42049267,0.2046905,0.7729653,0.4449806,0.5683609
2361878,-0.06,175,150,100,50,75,25,150,30.2664,24.4111,34.85191723,34.55418233,0.7255868,0.7157113,0.4470589,0.6394285
2363425,-0.05,100,125,25,75,75,25,150,27.1497,26.0668,28.48228471,28.43379069,0.4675816,0.4866842,0.554767,0.4673606
2368775,-0.05,50,75,50,125,75,25,150,22.91115,23.8658,17.98115887,17.60333811,0.5077877,0.5576725,0.4454848,0.535953
2369551,-0.07,150,150,100,125,75,25,150,12.93195,12.91986,21.82706985,22.18005405,0.2909095,0.7054171,0.4482736,0.5522741
2369787,-0.065,125,100,125,125,75,25,150,26.9913,24.87675,14.05819635,14.09757273,0.4043636,0.5247068,0.5814465,0.4641051
2370152,-0.065,150,125,150,125,75,25,150,13.26962,13.26018,18.04811815,17.50745644,0.7043568,0.2827717,0.5708934,0.4298129
2372156,-0.07,175,175,100,150,75,25,150,29.41675,27.8784,22.61103446,22.58499368,0.4680055,0.4745825,0.5726172,0.4573279
2374026,-0.07,125,150,50,175,75,25,150,28.06635,29.58665,23.49900541,23.16808848,0.536126,0.5152155,0.4390358,0.5371824
2380031,-0.07,150,100,125,25,100,25,150,13.9439,14.04513,26.94140708,28.37520406,0.3087701,0.7091333,0.430316,0.5667052
2380396,-0.07,175,125,150,25,100,25,150,12.13211,12.15124,27.34735208,24.92886816,0.6921626,0.3113762,0.4417405,0.5575626
2388117,-0.065,175,150,150,100,100,25,150,25.4921,27.8622,20.54822669,20.37622725,0.5497429,0.548966,0.3878409,0.5761
2390267,-0.065,125,100,125,125,100,25,150,30.62745,29.447,15.7588755,15.94318933,0.4991111,0.4460013,0.563419,0.4582964
2394462,-0.065,100,125,50,175,100,25,150,27.5724,28.90035,22.65616178,22.12470348,0.4967032,0.5615884,0.4304861,0.5487807
2400876,-0.07,175,125,150,25,125,25,150,12.78432,12.79428,29.15936297,27.15870336,0.6822774,0.3166907,0.4397604,0.5598977
2401693,-0.06,50,50,25,50,125,25,150,28.1778,26.664,29.22397637,29.77902609,0.478657,0.4766314,0.5718947,0.4588293
2406897,-0.065,75,100,25,100,125,25,150,24.8128,26.0446,23.67122048,23.96965946,0.535796,0.5028528,0.4450001,0.5329084
2413307,-0.065,125,100,125,150,125,25,150,28.52975,27.20105,18.57024347,18.08676779,0.4521946,0.4904443,0.5541551,0.4716533
2414251,-0.07,50,100,0,175,125,25,150,29.68855,28.1055,21.94872835,21.60949724,0.465405,0.4742666,0.5746117,0.4560277
2414252,-0.065,50,100,0,175,125,25,150,29.68855,28.1055,21.94872835,21.60949724,0.465405,0.4742666,0.5746117,0.4560277
2414253,-0.06,50,100,0,175,125,25,150,29.68855,28.1055,21.94872835,21.60949724,0.465405,0.4742666,0.5746117,0.4560277
2414254,-0.055,50,100,0,175,125,25,150,29.68855,28.1055,21.94872835,21.60949724,0.465405,0.4742666,0.5746117,0.4560277
2414255,-0.05,50,100,0,175,125,25,150,29.68855,28.1055,21.94872835,21.60949724,0.465405,0.4742666,0.5746117,0.4560277
2421356,-0.07,175,125,150,25,150,25,150,13.25116,13.26074,28.81072027,30.61228861,0.3381452,0.6630795,0.443051,0.5566515
2433596,-0.07,175,175,100,150,150,25,150,25.8245,26.7451,27.17866087,27.8895544,0.4997193,0.5260291,0.4477007,0.5363395
2443477,-0.065,175,150,75,50,175,25,150,25.5368,24.1799,41.2592118,40.18972735,0.4584012,0.4870409,0.5707592,0.4595682
2444352,-0.065,150,100,150,50,175,25,150,29.81535,28.1415,24.50871932,25.45091609,0.4871048,0.4566672,0.579086,0.4534242
2449236,-0.07,175,150,125,100,175,25,150,28.0068,26.95315,26.44166174,26.90666518,0.4840539,0.474605,0.5509634,0.4697645
2456871,-0.07,150,125,125,175,175,25,150,26.0642,24.7597,23.39396804,24.41876188,0.4721457,0.4793273,0.5648453,0.4634249
2460487,-0.065,25,0,25,25,0,25,175,26.9423,29.53775,14.35559698,14.08132456,0.5519425,0.4064561,0.4483652,0.5084421
2484712,-0.065,150,125,100,50,25,25,175,29.1936,27.05775,27.3322106,26.0001232,0.1229893,0.7958274,0.6066506,0.4377329
2487226,-0.07,125,100,100,75,25,25,175,12.72316,12.70513,16.17976703,15.89880958,0.2021403,0.7777623,0.4338869,0.5669164
2489096,-0.07,75,75,50,100,25,25,175,15.74968,15.66295,15.31665312,13.92482148,0.167962,0.8223683,0.4377903,0.5648216
2492664,-0.055,100,100,125,125,25,25,175,25.15305,23.09825,17.08526919,17.10885197,0.4340428,0.4944314,0.6009806,0.4481146
2495592,-0.065,150,125,150,150,25,25,175,15.02371,15.00492,13.77446493,12.73655599,0.1519941,0.8345706,0.5703413,0.4303547
2495637,-0.065,175,150,150,150,25,25,175,21.6813,22.76825,18.92045522,18.82099593,0.5285154,0.5323418,0.4337526,0.5448115
2507618,-0.06,75,50,100,75,50,25,175,12.8245,12.80725,15.3097787,15.65639492,0.2941769,0.6986961,0.5651103,0.4356504
2507983,-0.06,100,75,125,75,50,25,175,12.00753,12.0052,16.69915989,16.44894157,0.7157145,0.2735244,0.5510801,0.4490337
2509941,-0.07,100,100,75,100,50,25,175,8.082625,8.148525,17.63156082,19.42175481,0.3449245,0.6534074,0.4452525,0.5527595
2510266,-0.07,125,100,100,100,50,25,175,25.3533,26.7507,14.6353661,14.83701649,0.4898179,0.5653123,0.4096042,0.5678196
2510587,-0.065,125,100,125,100,50,25,175,15.14596,15.0173,15.99360256,15.57465091,0.1945316,0.788663,0.4205322,0.5833441
2510952,-0.065,150,125,150,100,50,25,175,9.801844,9.802388,17.36549847,16.13202552,0.7284566,0.2692445,0.5583644,0.4421246
2512911,-0.07,150,150,100,125,50,25,175,11.77296,11.77478,20.00912724,21.10755083,0.2209421,0.7696713,0.4407353,0.5592122
2513557,-0.065,175,150,150,125,50,25,175,29.0528,27.0209,19.47258465,19.24567822,0.4278417,0.4822674,0.6016972,0.4403844
2513752,-0.065,150,75,175,125,50,25,175,26.49635,28.1321,19.49459312,18.92010898,0.4865312,0.5601537,0.4078437,0.5669781
2515061,-0.07,100,100,75,150,50,25,175,12.05474,12.06874,16.43462978,16.47443382,0.236773,0.752448,0.4031002,0.5966605
2515471,-0.07,150,150,100,150,50,25,175,13.02789,12.8941,20.13568788,20.49258093,0.2198592,0.7660081,0.4523448,0.5526984
2516437,-0.065,175,150,175,150,50,25,175,9.345956,9.354562,16.71320846,17.90952223,0.2927222,0.7024431,0.5511956,0.4482954
2518264,-0.055,100,100,125,175,50,25,175,28.1573,27.1188,18.92564067,18.82460319,0.467623,0.4853644,0.5528563,0.4675342
2518632,-0.065,150,125,150,175,50,25,175,14.02708,14.10367,16.26756086,15.86013437,0.2289703,0.7685523,0.4097385,0.5881975
2523391,-0.07,150,100,125,25,75,25,175,11.78574,11.77277,25.12541341,28.96209993,0.2787571,0.7292644,0.4442547,0.5565954
2525626,-0.07,125,100,100,50,75,25,175,10.51853,10.5289,24.87600427,21.95714464,0.6924787,0.3059063,0.5526997,0.4467773
2525718,-0.06,175,150,100,50,75,25,175,23.337,21.6478,35.21921934,36.09347419,0.7649355,0.1785586,0.5908245,0.4519411
